,lon,lat,cd_municipio,demanda_manha,demanda_tarde,demanda_noite,dia
289,-22.765344255555554,-43.44124961111111,Rio De Janeiro,1.0,4.0,1.0,ter
290,-22.911202827272728,-43.36298605454545,Rio De Janeiro,2.0,8.0,0.0,ter
291,-22.900674754545456,-43.275168,Rio De Janeiro,2.0,11.0,4.0,ter
292,-22.902086333333333,-43.628723050000005,Rio De Janeiro,2.0,4.0,0.0,ter
293,-22.875212375,-43.46929519375,Rio De Janeiro,2.0,10.0,2.0,ter
294,-22.84119197777778,-43.26604552222222,Rio De Janeiro,3.0,5.0,1.0,ter
295,-22.812644204166666,-43.35618109166666,Rio De Janeiro,2.0,14.0,2.0,ter
296,-22.828727095833333,-43.4032385,Rio De Janeiro,7.0,15.0,1.0,ter
297,-23.01434533333333,-43.447730033333336,Rio De Janeiro,1.0,1.0,0.0,ter
298,-22.980032625,-43.381716725,Rio De Janeiro,2.0,3.0,1.0,ter
299,-22.980224133333333,-43.59360496666667,Rio De Janeiro,0.0,2.0,1.0,ter
300,-22.67911865,-43.445020850000006,Rio De Janeiro,0.0,1.0,1.0,ter
301,-22.823853870833332,-43.306966333333335,Rio De Janeiro,5.0,15.0,2.0,ter
302,-22.933282441666666,-43.19658320833334,Rio De Janeiro,4.0,5.0,2.0,qua
303,-22.85780482272727,-43.36528882272727,Rio De Janeiro,5.0,14.0,2.0,qua
304,-22.903690744444443,-43.5537644,Rio De Janeiro,2.0,6.0,1.0,qua
305,-22.855688096428572,-43.31716196071429,Rio De Janeiro,3.0,21.0,2.0,qua
306,-22.88559606,-43.41280981333333,Rio De Janeiro,5.0,7.0,3.0,qua
307,-22.80799975,-43.196521233333335,Rio De Janeiro,2.0,8.0,2.0,qua
308,-22.765344255555554,-43.44124961111111,Rio De Janeiro,2.0,5.0,1.0,qua
309,-22.911202827272728,-43.36298605454545,Rio De Janeiro,0.0,11.0,0.0,qua
310,-22.900674754545456,-43.275168,Rio De Janeiro,1.0,14.0,5.0,qua
311,-22.902086333333333,-43.628723050000005,Rio De Janeiro,1.0,5.0,0.0,qua
312,-22.875212375,-43.46929519375,Rio De Janeiro,2.0,12.0,2.0,qua
313,-22.84119197777778,-43.26604552222222,Rio De Janeiro,2.0,6.0,1.0,qua
314,-22.812644204166666,-43.35618109166666,Rio De Janeiro,7.0,13.0,3.0,qua
315,-22.828727095833333,-43.4032385,Rio De Janeiro,5.0,18.0,1.0,qua
316,-23.01434533333333,-43.447730033333336,Rio De Janeiro,2.0,1.0,0.0,qua
317,-22.980032625,-43.381716725,Rio De Janeiro,1.0,5.0,1.0,qua
318,-22.980224133333333,-43.59360496666667,Rio De Janeiro,0.0,2.0,1.0,qua
319,-22.67911865,-43.445020850000006,Rio De Janeiro,0.0,1.0,1.0,qua
320,-22.823853870833332,-43.306966333333335,Rio De Janeiro,6.0,15.0,2.0,qua
321,-22.933282441666666,-43.19658320833334,Rio De Janeiro,3.0,6.0,2.0,qui
322,-22.85780482272727,-43.36528882272727,Rio De Janeiro,7.0,11.0,2.0,qui
323,-22.903690744444443,-43.5537644,Rio De Janeiro,1.0,6.0,1.0,qui
324,-22.855688096428572,-43.31716196071429,Rio De Janeiro,7.0,17.0,2.0,qui
325,-22.88559606,-43.41280981333333,Rio De Janeiro,3.0,8.0,4.0,qui
326,-22.80799975,-43.196521233333335,Rio De Janeiro,3.0,8.0,1.0,qui
327,-22.765344255555554,-43.44124961111111,Rio De Janeiro,0.0,6.0,1.0,qui
